Id,Unique visitors total,Daily-Visitors,Weekday-Visitors-Per_day,Weekend-Visitors-Per_day,Weekday-Morning,Weekday-Afternoon,Weekday-Night,Weekend-Morning,Weekend-Afternoon,Weekend-Night,Weekday-Morning-Per_day,Weekday-Afternoon-Per_day,Weekday-Night-Per_day,Weekend-Morning-Per_day,Weekend-Afternoon-Per_day,Weekend-Night-Per_day
194,-0.220212541,-0.474355915,-0.485250198,-0.451104101,-0.504297994,-0.45831643,-0.490547901,-0.459630607,-0.436813935,-0.458589406,-0.504297994,-0.45831643,-0.490547901,-0.459630607,-0.436813935,-0.458589406
195,-0.222158107,-0.532729285,-0.539541773,-0.516537007,-0.549756943,-0.54455894,-0.525352849,-0.53557532,-0.472229267,-0.543332913,-0.549756943,-0.54455894,-0.525352849,-0.53557532,-0.472229267,-0.543332913
196,-0.337800112,-0.608549987,-0.575528851,-0.677033986,-0.603251054,-0.537406076,-0.58220293,-0.693754197,-0.670842825,-0.668322981,-0.603251054,-0.537406076,-0.58220293,-0.693754197,-0.670842825,-0.668322981
197,-0.365798877,-0.589627697,-0.588479095,-0.592025518,-0.590583804,-0.590258784,-0.584610968,-0.599229287,-0.582422387,-0.596122779,-0.590583804,-0.590258784,-0.584610968,-0.599229287,-0.582422387,-0.596122779
198,-0.260991581,-0.702674585,-0.699694887,-0.709736323,-0.706178229,-0.678438128,-0.713114039,-0.744883389,-0.656391286,-0.733939001,-0.706178229,-0.678438128,-0.713114039,-0.744883389,-0.656391286,-0.733939001
199,-0.173782321,-0.38087295,-0.393939394,-0.333333333,-0.43227991,-0.381497797,-0.369144285,-0.41991342,-0.212014134,-0.388145315,-0.43227991,-0.381497797,-0.369144285,-0.41991342,-0.212014134,-0.388145315
200,-0.165818922,-0.302667893,-0.301397206,-0.305514158,-0.29787234,-0.344936709,-0.248484848,-0.342857143,-0.211195929,-0.536231884,-0.29787234,-0.344936709,-0.248484848,-0.342857143,-0.211195929,-0.536231884
201,-0.330909091,-0.591453904,-0.584828113,-0.6068481,-0.596020445,-0.563738862,-0.59385581,-0.611913759,-0.596284111,-0.613213213,-0.596020445,-0.563738862,-0.59385581,-0.611913759,-0.596284111,-0.613213213
202,-0.302388813,-0.476722933,-0.47701216,-0.476059828,-0.492313193,-0.476842481,-0.46308283,-0.477456647,-0.454822335,-0.496281098,-0.492313193,-0.476842481,-0.46308283,-0.477456647,-0.454822335,-0.496281098
203,-0.084770115,-0.53829685,-0.534811791,-0.546678569,-0.564555962,-0.50289617,-0.541208533,-0.571708272,-0.514424089,-0.557725694,-0.564555962,-0.50289617,-0.541208533,-0.571708272,-0.514424089,-0.557725694
204,-0.280159964,-0.567168671,-0.571832143,-0.556123277,-0.596700175,-0.550501607,-0.57095406,-0.568102756,-0.540395383,-0.561825726,-0.596700175,-0.550501607,-0.57095406,-0.568102756,-0.540395383,-0.561825726
205,-0.271692745,-0.502097572,-0.491581342,-0.525779799,-0.511982183,-0.474920346,-0.488030888,-0.541107383,-0.491818349,-0.546429893,-0.511982183,-0.474920346,-0.488030888,-0.541107383,-0.491818349,-0.546429893
206,-0.244469654,-0.512116671,-0.522523222,-0.487086938,-0.531644539,-0.523744292,-0.512847642,-0.516109422,-0.461221565,-0.487299586,-0.531644539,-0.523744292,-0.512847642,-0.516109422,-0.461221565,-0.487299586
207,0.585422515,0.130549106,0.110568209,0.179442677,0.097552152,0.244298451,-0.094245723,0.21907061,0.294169807,-0.075412412,0.097552152,0.244298451,-0.094245723,0.21907061,0.294169807,-0.075412412
208,-0.249729563,-0.493192603,-0.500988635,-0.475865519,-0.524741432,-0.497576417,-0.483045138,-0.481097633,-0.46862804,-0.478800631,-0.524741432,-0.497576417,-0.483045138,-0.481097633,-0.46862804,-0.478800631
209,-0.184282371,-0.501152312,-0.498320403,-0.507460692,-0.516194077,-0.494991962,-0.485529831,-0.530660377,-0.468895992,-0.528209213,-0.516194077,-0.494991962,-0.485529831,-0.530660377,-0.468895992,-0.528209213
210,-0.239825581,-0.38754378,-0.399382171,-0.361179361,-0.415778252,-0.416394868,-0.368509213,-0.380249716,-0.320033956,-0.393054857,-0.415778252,-0.416394868,-0.368509213,-0.380249716,-0.320033956,-0.393054857
211,-0.168728257,-0.366925728,-0.356395881,-0.389285262,-0.364280785,-0.371831156,-0.334873239,-0.392525914,-0.389540567,-0.38612165,-0.364280785,-0.371831156,-0.334873239,-0.392525914,-0.389540567,-0.38612165
212,0.063762376,-0.454718409,-0.44484745,-0.478804105,-0.442793603,-0.442447059,-0.448911079,-0.480244591,-0.481163997,-0.475320311,-0.442793603,-0.442447059,-0.448911079,-0.480244591,-0.481163997,-0.475320311
213,-0.2614642,-0.63412341,-0.623296646,-0.667542973,-0.62964536,-0.593513912,-0.648985959,-0.673677502,-0.643948296,-0.685782557,-0.62964536,-0.593513912,-0.648985959,-0.673677502,-0.643948296,-0.685782557
214,-0.218454936,-0.624441752,-0.639492664,-0.589977221,-0.684929226,-0.609735509,-0.630720824,-0.632388664,-0.545142143,-0.602444516,-0.684929226,-0.609735509,-0.630720824,-0.632388664,-0.545142143,-0.602444516
215,-0.285384023,-0.575553633,-0.576771927,-0.572801337,-0.592869115,-0.572747367,-0.566644068,-0.608117565,-0.554117647,-0.561519903,-0.592869115,-0.572747367,-0.566644068,-0.608117565,-0.554117647,-0.561519903
216,-0.303163797,-0.511311608,-0.501361573,-0.531294308,-0.491589971,-0.52088969,-0.491416933,-0.537832311,-0.533596838,-0.52324897,-0.491589971,-0.52088969,-0.491416933,-0.537832311,-0.533596838,-0.52324897
217,-0.198102017,-0.486554196,-0.476337067,-0.512643243,-0.492676511,-0.463680566,-0.475409836,-0.5402525,-0.486426809,-0.517213115,-0.492676511,-0.463680566,-0.475409836,-0.5402525,-0.486426809,-0.517213115
218,-0.178825442,-0.424315471,-0.426143154,-0.420088052,-0.448131914,-0.435371985,-0.395601484,-0.433445946,-0.397022691,-0.432113518,-0.448131914,-0.435371985,-0.395601484,-0.433445946,-0.397022691,-0.432113518
219,-0.092465753,-0.370640795,-0.422657952,-0.270546944,-0.455533918,-0.389558835,-0.425320675,-0.368867577,-0.170494592,-0.312836952,-0.455533918,-0.389558835,-0.425320675,-0.368867577,-0.170494592,-0.312836952
220,-0.16295282,-0.535785976,-0.55891484,-0.480153943,-0.58534264,-0.539341741,-0.557758819,-0.539613717,-0.439634047,-0.471515932,-0.58534264,-0.539341741,-0.557758819,-0.539613717,-0.439634047,-0.471515932
221,-0.227053845,-0.499976999,-0.493874517,-0.513763118,-0.511453527,-0.485602855,-0.485445174,-0.536016949,-0.481500426,-0.526877892,-0.511453527,-0.485602855,-0.485445174,-0.536016949,-0.481500426,-0.526877892
222,-0.09270217,-0.49315008,-0.484464056,-0.515607669,-0.503763697,-0.470995112,-0.479461756,-0.541861674,-0.477832512,-0.531322506,-0.503763697,-0.470995112,-0.479461756,-0.541861674,-0.477832512,-0.531322506
223,-0.180584646,-0.445191945,-0.457038885,-0.417731776,-0.479948382,-0.460685866,-0.432184226,-0.423741007,-0.400169384,-0.430097191,-0.479948382,-0.460685866,-0.432184226,-0.423741007,-0.400169384,-0.430097191
224,-0.255031228,-0.590433483,-0.594720542,-0.580954819,-0.615059688,-0.576607983,-0.593598687,-0.591889007,-0.558675306,-0.594428969,-0.615059688,-0.576607983,-0.593598687,-0.591889007,-0.558675306,-0.594428969
225,-0.13356974,-0.382783301,-0.38255604,-0.383288707,-0.402577461,-0.380923618,-0.365814696,-0.371612075,-0.375697529,-0.401132503,-0.402577461,-0.380923618,-0.365814696,-0.371612075,-0.375697529,-0.401132503
226,-0.299322799,-0.575424791,-0.587000264,-0.547210938,-0.595481373,-0.596034097,-0.570253801,-0.549984031,-0.539156201,-0.553020331,-0.595481373,-0.596034097,-0.570253801,-0.549984031,-0.539156201,-0.553020331
227,-0.126254181,-0.463048241,-0.450406504,-0.494746746,-0.472972973,-0.435093168,-0.448691317,-0.534935718,-0.460876369,-0.501968504,-0.472972973,-0.435093168,-0.448691317,-0.534935718,-0.460876369,-0.501968504
228,-0.388198758,-0.6020023,-0.607700407,-0.588205952,-0.619545726,-0.602683515,-0.602247642,-0.590163934,-0.575160332,-0.599625234,-0.619545726,-0.602683515,-0.602247642,-0.590163934,-0.575160332,-0.599625234
229,-0.220655884,-0.427394397,-0.439742595,-0.398649101,-0.44972067,-0.42694591,-0.443765179,-0.39754738,-0.398300283,-0.399961338,-0.44972067,-0.42694591,-0.443765179,-0.39754738,-0.398300283,-0.399961338
230,-0.405365566,-0.665633385,-0.668213131,-0.659693279,-0.686198547,-0.655649241,-0.662818452,-0.672596954,-0.632385632,-0.675565665,-0.686198547,-0.655649241,-0.662818452,-0.672596954,-0.632385632,-0.675565665
231,-0.386638129,-0.572963383,-0.569352247,-0.581605351,-0.59229609,-0.577321429,-0.536748836,-0.606721698,-0.543816943,-0.597309417,-0.59229609,-0.577321429,-0.536748836,-0.606721698,-0.543816943,-0.597309417
232,-0.224427481,-0.47357899,-0.501442697,-0.408335231,-0.515419387,-0.499453769,-0.490435265,-0.42074928,-0.364431487,-0.44,-0.515419387,-0.499453769,-0.490435265,-0.42074928,-0.364431487,-0.44
233,-0.19875914,-0.551297153,-0.565913183,-0.514064411,-0.585283444,-0.556442831,-0.55715757,-0.513993174,-0.507893953,-0.52,-0.585283444,-0.556442831,-0.55715757,-0.513993174,-0.507893953,-0.52
234,-0.38464135,-0.654151483,-0.642087217,-0.683069653,-0.655843723,-0.631858884,-0.638850889,-0.6995905,-0.665707797,-0.685113939,-0.655843723,-0.631858884,-0.638850889,-0.6995905,-0.665707797,-0.685113939
235,-0.184755592,-0.387807966,-0.391014262,-0.379833553,-0.405561807,-0.386463345,-0.382094136,-0.389370841,-0.347089712,-0.403338565,-0.405561807,-0.386463345,-0.382094136,-0.389370841,-0.347089712,-0.403338565
236,-0.306531755,-0.552580567,-0.549292076,-0.561245675,-0.560168136,-0.55454577,-0.533471163,-0.557802022,-0.54106814,-0.584422708,-0.560168136,-0.55454577,-0.533471163,-0.557802022,-0.54106814,-0.584422708
237,-0.381608174,-0.593649766,-0.603393557,-0.569873969,-0.60929264,-0.611858858,-0.589307561,-0.56095176,-0.538689594,-0.608436364,-0.60929264,-0.611858858,-0.589307561,-0.56095176,-0.538689594,-0.608436364
238,-0.228857638,-0.46071249,-0.484899546,-0.406204358,-0.499611634,-0.482643096,-0.474187823,-0.440967877,-0.378628783,-0.408243544,-0.499611634,-0.482643096,-0.474187823,-0.440967877,-0.378628783,-0.408243544
239,-0.175326274,-0.455090814,-0.473776167,-0.403834206,-0.493067053,-0.466937669,-0.462891969,-0.415477085,-0.370156438,-0.43057207,-0.493067053,-0.466937669,-0.462891969,-0.415477085,-0.370156438,-0.43057207
240,-0.209238299,-0.500229927,-0.501687408,-0.496866825,-0.532785538,-0.5003663,-0.474801455,-0.504216513,-0.490850377,-0.496183206,-0.532785538,-0.5003663,-0.474801455,-0.504216513,-0.490850377,-0.496183206
241,-0.295558959,-0.578528762,-0.577464789,-0.580862534,-0.593500783,-0.570953358,-0.569126608,-0.587732529,-0.5709872,-0.584865196,-0.593500783,-0.570953358,-0.569126608,-0.587732529,-0.5709872,-0.584865196
242,0.001154823,-0.313059848,-0.332508128,-0.269038617,-0.364846614,-0.320802573,-0.315513757,-0.330013044,-0.174516184,-0.331020709,-0.364846614,-0.320802573,-0.315513757,-0.330013044,-0.174516184,-0.331020709
243,-0.296741922,-0.546177006,-0.543088087,-0.553502963,-0.547014883,-0.533513607,-0.548086284,-0.562421712,-0.534709193,-0.564590839,-0.547014883,-0.533513607,-0.548086284,-0.562421712,-0.534709193,-0.564590839
244,-0.212834225,-0.600823328,-0.58139085,-0.648253069,-0.630850751,-0.527173913,-0.584573003,-0.673716012,-0.642498205,-0.631336406,-0.630850751,-0.527173913,-0.584573003,-0.673716012,-0.642498205,-0.631336406
245,-0.405914852,-0.719639515,-0.71936409,-0.720268413,-0.727480667,-0.711709681,-0.718716263,-0.72036942,-0.703030303,-0.737861756,-0.727480667,-0.711709681,-0.718716263,-0.72036942,-0.703030303,-0.737861756
246,-0.304303797,-0.591323808,-0.598069688,-0.575466256,-0.613003901,-0.58771709,-0.594373866,-0.56440281,-0.599541021,-0.562285714,-0.613003901,-0.58771709,-0.594373866,-0.56440281,-0.599541021,-0.562285714
247,-0.163490471,-0.399995113,-0.395306278,-0.412109803,-0.410851052,-0.396122699,-0.379938905,-0.422144827,-0.39416328,-0.421892962,-0.410851052,-0.396122699,-0.379938905,-0.422144827,-0.39416328,-0.421892962
248,-0.266733467,-0.491619878,-0.500088393,-0.470960322,-0.525084021,-0.480096212,-0.49581333,-0.496818252,-0.433618698,-0.48627229,-0.525084021,-0.480096212,-0.49581333,-0.496818252,-0.433618698,-0.48627229
249,-0.214513515,-0.441552281,-0.448754019,-0.425869195,-0.452741588,-0.447353876,-0.44651206,-0.432102729,-0.403268823,-0.443867018,-0.452741588,-0.447353876,-0.44651206,-0.432102729,-0.403268823,-0.443867018
250,-0.008890513,-0.465753425,-0.474444956,-0.444793125,-0.505575529,-0.46754194,-0.45119382,-0.452734794,-0.414369376,-0.467223382,-0.505575529,-0.46754194,-0.45119382,-0.452734794,-0.414369376,-0.467223382
251,-0.218569815,-0.505202132,-0.518280544,-0.476424501,-0.539097628,-0.485384126,-0.530501931,-0.495113593,-0.455431624,-0.484473353,-0.539097628,-0.485384126,-0.530501931,-0.495113593,-0.455431624,-0.484473353
252,-0.09150788,-0.51036033,-0.520888386,-0.484896903,-0.544748993,-0.488555347,-0.530185405,-0.500608421,-0.45524239,-0.499456404,-0.544748993,-0.488555347,-0.530185405,-0.500608421,-0.45524239,-0.499456404
253,-0.290108676,-0.579168524,-0.5828125,-0.570955045,-0.595902763,-0.567721699,-0.584746305,-0.566733068,-0.571797599,-0.573922124,-0.595902763,-0.567721699,-0.584746305,-0.566733068,-0.571797599,-0.573922124
254,-0.303924551,-0.610871782,-0.614435326,-0.600854162,-0.629497102,-0.603605507,-0.611393227,-0.60507951,-0.589576547,-0.608239176,-0.629497102,-0.603605507,-0.611393227,-0.60507951,-0.589576547,-0.608239176
255,-0.325966851,-0.580955626,-0.579287248,-0.585009599,-0.590687717,-0.58040526,-0.56814716,-0.599052257,-0.58094774,-0.576017656,-0.590687717,-0.58040526,-0.56814716,-0.599052257,-0.58094774,-0.576017656
256,-0.415410385,-0.650388678,-0.65273802,-0.644498299,-0.661153228,-0.651872478,-0.645750173,-0.629303807,-0.644756377,-0.65767941,-0.661153228,-0.651872478,-0.645750173,-0.629303807,-0.644756377,-0.65767941
257,-0.347819037,-0.59889834,-0.596560218,-0.60446571,-0.612168319,-0.577030621,-0.599760407,-0.610931436,-0.597217929,-0.605484299,-0.612168319,-0.577030621,-0.599760407,-0.610931436,-0.597217929,-0.605484299
258,-0.22598599,-0.502366864,-0.49845028,-0.510974456,-0.512739496,-0.499798847,-0.484494032,-0.525604775,-0.480787006,-0.52978753,-0.512739496,-0.499798847,-0.484494032,-0.525604775,-0.480787006,-0.52978753
259,-0.364081062,-0.487051143,-0.488411692,-0.48402051,-0.463793712,-0.53295974,-0.447504659,-0.448809524,-0.497695003,-0.492115878,-0.463793712,-0.53295974,-0.447504659,-0.448809524,-0.497695003,-0.492115878
260,-0.087244512,-0.346129105,-0.362662886,-0.307451748,-0.387286278,-0.345901126,-0.357479456,-0.316778234,-0.294096885,-0.313324896,-0.387286278,-0.345901126,-0.357479456,-0.316778234,-0.294096885,-0.313324896
261,-0.108323334,-0.454464977,-0.46765551,-0.421781797,-0.491537631,-0.471851145,-0.441752406,-0.479722088,-0.345302057,-0.454075775,-0.491537631,-0.471851145,-0.441752406,-0.479722088,-0.345302057,-0.454075775
262,-0.193443511,-0.491561747,-0.489567469,-0.496294958,-0.490196078,-0.49602276,-0.483036289,-0.489816265,-0.492080537,-0.506330766,-0.490196078,-0.49602276,-0.483036289,-0.489816265,-0.492080537,-0.506330766
263,-0.210213777,-0.446864686,-0.45359549,-0.430703202,-0.467108707,-0.44760169,-0.447163342,-0.4375,-0.424745379,-0.43067105,-0.467108707,-0.44760169,-0.447163342,-0.4375,-0.424745379,-0.43067105
264,-0.214174049,-0.591353172,-0.606925597,-0.551323176,-0.620841487,-0.608835711,-0.59206928,-0.55771725,-0.524523947,-0.57267951,-0.620841487,-0.608835711,-0.59206928,-0.55771725,-0.524523947,-0.57267951
265,-0.1623439,-0.593161299,-0.599354637,-0.579820628,-0.629483383,-0.560450008,-0.608498168,-0.606831395,-0.565162111,-0.570483124,-0.629483383,-0.560450008,-0.608498168,-0.606831395,-0.565162111,-0.570483124
266,-0.404322615,-0.424337056,-0.453830447,-0.355555556,-0.44858644,-0.475838785,-0.43525741,-0.309612984,-0.371954023,-0.375594295,-0.44858644,-0.475838785,-0.43525741,-0.309612984,-0.371954023,-0.375594295
267,-0.35483871,-0.617308618,-0.629413752,-0.590289889,-0.632956811,-0.633730498,-0.622465081,-0.590460276,-0.573452044,-0.607424851,-0.632956811,-0.633730498,-0.622465081,-0.590460276,-0.573452044,-0.607424851
268,-0.100937432,-0.370946772,-0.351458007,-0.414006789,-0.368901049,-0.33187829,-0.354381041,-0.436167968,-0.39031339,-0.419833514,-0.368901049,-0.33187829,-0.354381041,-0.436167968,-0.39031339,-0.419833514
269,-0.139784946,-0.446921974,-0.446290572,-0.448327777,-0.486992241,-0.420449472,-0.433621155,-0.444992948,-0.429017161,-0.470227133,-0.486992241,-0.420449472,-0.433621155,-0.444992948,-0.429017161,-0.470227133
270,-0.230132811,-0.49741044,-0.47887523,-0.538968445,-0.478925184,-0.46369637,-0.491481397,-0.542811309,-0.528165086,-0.546159527,-0.478925184,-0.46369637,-0.491481397,-0.542811309,-0.528165086,-0.546159527
271,-0.405320404,-0.615074501,-0.62470024,-0.587825989,-0.631861948,-0.620155479,-0.622602448,-0.579485308,-0.593468844,-0.589735313,-0.631861948,-0.620155479,-0.622602448,-0.579485308,-0.593468844,-0.589735313
272,-0.376919267,-0.617505708,-0.631741105,-0.584352078,-0.645070818,-0.61329656,-0.635798948,-0.581205312,-0.564913348,-0.607356177,-0.645070818,-0.61329656,-0.635798948,-0.581205312,-0.564913348,-0.607356177
273,-0.060363412,-0.584448161,-0.598645669,-0.547603908,-0.634788635,-0.57131793,-0.59209032,-0.588158141,-0.510122801,-0.549191375,-0.634788635,-0.57131793,-0.59209032,-0.588158141,-0.510122801,-0.549191375
274,-0.262729124,-0.520680389,-0.52653259,-0.507895898,-0.551874679,-0.507471608,-0.522128006,-0.506457818,-0.496602196,-0.520413437,-0.551874679,-0.507471608,-0.522128006,-0.506457818,-0.496602196,-0.520413437
275,-0.219132843,-0.496125552,-0.499963528,-0.488250262,-0.530008189,-0.498304318,-0.475808865,-0.510699352,-0.46147248,-0.495503274,-0.530008189,-0.498304318,-0.475808865,-0.510699352,-0.46147248,-0.495503274
276,-0.063111711,-0.472038485,-0.452203778,-0.518394649,-0.467532468,-0.427452516,-0.465437788,-0.543899658,-0.458221024,-0.563,-0.467532468,-0.427452516,-0.465437788,-0.543899658,-0.458221024,-0.563
277,-0.142468416,-0.477379864,-0.487357014,-0.453967506,-0.494741799,-0.494409938,-0.474371577,-0.480007509,-0.426801204,-0.456420492,-0.494741799,-0.494409938,-0.474371577,-0.480007509,-0.426801204,-0.456420492
278,-0.261184211,-0.485742274,-0.481567168,-0.496093101,-0.494139099,-0.475760649,-0.47545095,-0.502675227,-0.464625768,-0.521660432,-0.494139099,-0.475760649,-0.47545095,-0.502675227,-0.464625768,-0.521660432
279,-0.194356937,-0.450830296,-0.472039044,-0.402019121,-0.49889989,-0.471008737,-0.448949442,-0.410890007,-0.360707052,-0.439127801,-0.49889989,-0.471008737,-0.448949442,-0.410890007,-0.360707052,-0.439127801
280,-0.433034988,-0.692574657,-0.712150621,-0.648378615,-0.721127101,-0.716262136,-0.700464815,-0.654733932,-0.632175227,-0.65920691,-0.721127101,-0.716262136,-0.700464815,-0.654733932,-0.632175227,-0.65920691
281,-0.192713772,-0.440221298,-0.4634502,-0.389209885,-0.484089509,-0.464036697,-0.444424065,-0.405209841,-0.369385555,-0.398667526,-0.484089509,-0.464036697,-0.444424065,-0.405209841,-0.369385555,-0.398667526
282,-0.197460938,-0.53727186,-0.55223466,-0.502151519,-0.593161065,-0.532110092,-0.540762094,-0.567257061,-0.453874539,-0.511168385,-0.593161065,-0.532110092,-0.540762094,-0.567257061,-0.453874539,-0.511168385
283,-0.313418217,-0.473684211,-0.482175552,-0.453374549,-0.485407581,-0.456665616,-0.504950495,-0.465460526,-0.449165402,-0.446587537,-0.485407581,-0.456665616,-0.504950495,-0.465460526,-0.449165402,-0.446587537
284,-0.281179138,-0.71429423,-0.720381181,-0.700468019,-0.736468734,-0.705452036,-0.718687048,-0.746654217,-0.66743251,-0.691098006,-0.736468734,-0.705452036,-0.718687048,-0.746654217,-0.66743251,-0.691098006
285,-0.225531915,-0.525235602,-0.516648923,-0.546574218,-0.535141373,-0.505996832,-0.509860312,-0.562463684,-0.535385425,-0.543302851,-0.535141373,-0.505996832,-0.509860312,-0.562463684,-0.535385425,-0.543302851
286,-0.168549088,-0.437288494,-0.450500556,-0.404459186,-0.477927063,-0.411197797,-0.461988304,-0.442038217,-0.36970339,-0.407821229,-0.477927063,-0.411197797,-0.461988304,-0.442038217,-0.36970339,-0.407821229
287,-0.373032429,-0.665608102,-0.666618154,-0.66316284,-0.67615874,-0.664876003,-0.659530243,-0.669906542,-0.652367879,-0.667749103,-0.67615874,-0.664876003,-0.659530243,-0.669906542,-0.652367879,-0.667749103
288,-0.412387938,-0.59068632,-0.594082714,-0.583078675,-0.607755278,-0.588849627,-0.58702653,-0.583051522,-0.566929134,-0.599312715,-0.607755278,-0.588849627,-0.58702653,-0.583051522,-0.566929134,-0.599312715
289,-0.107013575,-0.46860531,-0.473784142,-0.456589574,-0.489979706,-0.472050745,-0.4606676,-0.476567255,-0.440030952,-0.456201447,-0.489979706,-0.472050745,-0.4606676,-0.476567255,-0.440030952,-0.456201447
290,-0.22877382,-0.456933821,-0.458913769,-0.452514395,-0.465996613,-0.450700584,-0.460337594,-0.45204461,-0.443817115,-0.461719012,-0.465996613,-0.450700584,-0.460337594,-0.45204461,-0.443817115,-0.461719012
291,-0.377052972,-0.67048115,-0.679673959,-0.648967659,-0.696203758,-0.668512077,-0.674732353,-0.661405355,-0.627526972,-0.659579061,-0.696203758,-0.668512077,-0.674732353,-0.661405355,-0.627526972,-0.659579061
292,-0.203067689,-0.497351477,-0.504592997,-0.480654294,-0.526637306,-0.503137117,-0.486161481,-0.488561261,-0.478418352,-0.475790438,-0.526637306,-0.503137117,-0.486161481,-0.488561261,-0.478418352,-0.475790438
293,-0.019021739,-0.571632284,-0.571883627,-0.571118507,-0.601910828,-0.557676349,-0.558949297,-0.638623327,-0.471886714,-0.611248966,-0.601910828,-0.557676349,-0.558949297,-0.638623327,-0.471886714,-0.611248966
294,-0.401071367,-0.667655786,-0.677393786,-0.644723743,-0.695150502,-0.668088406,-0.670283999,-0.65824783,-0.606302064,-0.670923021,-0.695150502,-0.668088406,-0.670283999,-0.65824783,-0.606302064,-0.670923021
295,-0.067628354,-0.402296246,-0.417463646,-0.367242942,-0.433218168,-0.424205379,-0.396436786,-0.401651493,-0.304259635,-0.40648053,-0.433218168,-0.424205379,-0.396436786,-0.401651493,-0.304259635,-0.40648053
296,-0.30678004,-0.575238178,-0.579993787,-0.564132327,-0.594469155,-0.569617766,-0.576214549,-0.562658082,-0.568416523,-0.561311886,-0.594469155,-0.569617766,-0.576214549,-0.562658082,-0.568416523,-0.561311886
297,-0.368962981,-0.624958053,-0.626426426,-0.621402327,-0.636220472,-0.613997466,-0.628922967,-0.623880597,-0.614588023,-0.625814863,-0.636220472,-0.613997466,-0.628922967,-0.623880597,-0.614588023,-0.625814863
298,-0.19346108,-0.619374858,-0.619863877,-0.618183848,-0.636183885,-0.599529184,-0.62402714,-0.629228214,-0.60129364,-0.624452732,-0.636183885,-0.599529184,-0.62402714,-0.629228214,-0.60129364,-0.624452732
299,-0.263254113,-0.588220765,-0.601644334,-0.557730293,-0.622959056,-0.587868814,-0.595696489,-0.562628942,-0.543418072,-0.568398727,-0.622959056,-0.587868814,-0.595696489,-0.562628942,-0.543418072,-0.568398727
300,-0.218889465,-0.434103786,-0.43736575,-0.427111269,-0.45051609,-0.430763865,-0.432072169,-0.439661017,-0.407387652,-0.438717788,-0.45051609,-0.430763865,-0.432072169,-0.439661017,-0.407387652,-0.438717788
301,-0.238865162,-0.396131203,-0.392767927,-0.404293381,-0.391481834,-0.413174946,-0.36978233,-0.389736477,-0.427047213,-0.391659376,-0.391481834,-0.413174946,-0.36978233,-0.389736477,-0.427047213,-0.391659376
302,-0.155495374,-0.421731602,-0.405957043,-0.46429715,-0.420557003,-0.408163265,-0.390132896,-0.5078125,-0.423161603,-0.471369675,-0.420557003,-0.408163265,-0.390132896,-0.5078125,-0.423161603,-0.471369675
303,-0.325037197,-0.584760486,-0.588166048,-0.576873618,-0.604328098,-0.590214477,-0.57155533,-0.593881325,-0.552426603,-0.585974178,-0.604328098,-0.590214477,-0.57155533,-0.593881325,-0.552426603,-0.585974178
304,-0.313699773,-0.53635714,-0.524674509,-0.564186662,-0.539719451,-0.495551601,-0.537860082,-0.603168616,-0.534291313,-0.560221737,-0.539719451,-0.495551601,-0.537860082,-0.603168616,-0.534291313,-0.560221737
305,-0.247193437,-0.548530199,-0.569905585,-0.500966164,-0.58421693,-0.562468301,-0.563889325,-0.532409352,-0.438158323,-0.545351901,-0.58421693,-0.562468301,-0.563889325,-0.532409352,-0.438158323,-0.545351901
306,-0.248292487,-0.528956016,-0.543514759,-0.492797574,-0.560050082,-0.542953397,-0.529341317,-0.499874718,-0.476988335,-0.503122212,-0.560050082,-0.542953397,-0.529341317,-0.499874718,-0.476988335,-0.503122212
307,-0.180753138,-0.380055202,-0.375070502,-0.392213509,-0.374954759,-0.370417842,-0.379456907,-0.383723523,-0.388254159,-0.403633491,-0.374954759,-0.370417842,-0.379456907,-0.383723523,-0.388254159,-0.403633491
308,-0.2410954,-0.614714171,-0.615940489,-0.611818581,-0.627457514,-0.61027359,-0.610809985,-0.627430483,-0.593085566,-0.618090452,-0.627457514,-0.61027359,-0.610809985,-0.627430483,-0.593085566,-0.618090452
309,-0.352541115,-0.595653314,-0.591598327,-0.60518368,-0.596719871,-0.592562097,-0.585832933,-0.620628123,-0.57151839,-0.625620496,-0.596719871,-0.592562097,-0.585832933,-0.620628123,-0.57151839,-0.625620496
310,-0.205158265,-0.446236275,-0.438220303,-0.465113529,-0.443272611,-0.435669653,-0.436127745,-0.494441194,-0.416026711,-0.489905091,-0.443272611,-0.435669653,-0.436127745,-0.494441194,-0.416026711,-0.489905091
311,-0.317169069,-0.585761468,-0.593957179,-0.568716094,-0.601537924,-0.598556904,-0.583105439,-0.562453806,-0.514340344,-0.631158455,-0.601537924,-0.598556904,-0.583105439,-0.562453806,-0.514340344,-0.631158455
312,-0.243581216,-0.685472938,-0.685357378,-0.685734975,-0.710329117,-0.659341898,-0.687759226,-0.701496636,-0.66102108,-0.69675723,-0.710329117,-0.659341898,-0.687759226,-0.701496636,-0.66102108,-0.69675723
313,-0.148900871,-0.652077562,-0.677469637,-0.589653521,-0.689097975,-0.666344854,-0.677613061,-0.628705148,-0.530875576,-0.613824885,-0.689097975,-0.666344854,-0.677613061,-0.628705148,-0.530875576,-0.613824885
314,-0.214339623,-0.557028373,-0.583259021,-0.486590038,-0.604615967,-0.603609858,-0.543391651,-0.523226136,-0.436792453,-0.502059497,-0.604615967,-0.603609858,-0.543391651,-0.523226136,-0.436792453,-0.502059497
