id_left,arcades,cabaret,casinos,culturalcenter,festivals,galleries,jazzandblues,movietheaters,museums,musicvenues,opera,psychic_astrology,social_clubs,theater,wineries
39,0.0,0.0,0.0,0.3794647942207394,0.0,0.3794647942207394,0.0,0.0,0.0,0.3794647942207394,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,1.1434572352984587,0.0,0.0,0.5717286176492293,0.5717286176492293,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,1.1502556299582585,0.0,0.0,0.0,1.1502556299582585,0.0,0.0,0.0,1.1502556299582585,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5295422843854252,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.421824083986079,0.0,0.0,0.0,0.0,1.2109120419930395
45,0.0,0.0,0.0,0.0,0.0,1.0067205722229124,0.0,0.0,0.0,0.5033602861114562,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,3.7101590671544566,0.0,0.0,1.2367196890514855,3.7101590671544566,0.0,0.0,0.0,1.2367196890514855,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.223732074578476,0.0,0.0,0.0,1.223732074578476,0.0
48,0.0,0.0,0.0,0.0,0.0,1.260497328636941,1.260497328636941,0.0,1.260497328636941,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447015943970548,0.0,0.0
50,0.0,0.0,1.0229629764481472,0.0,0.0,1.0229629764481472,0.0,2.0459259528962943,1.0229629764481472,1.0229629764481472,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,1.2459287354161541,0.0,0.0,0.0,1.2459287354161541,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368163075037643,0.0,0.0,0.0,0.0,1.0736326150075286,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.1253035897492914,0.0,0.0,0.5012143589971656,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.8121732919792403,0.0,0.0,0.8121732919792403,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.485722185492216,0.0,0.0,0.0,0.485722185492216,0.0,0.0,0.485722185492216,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,1.299291466762602,0.0,0.0,1.299291466762602,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.7171715769347952,0.0,0.0,0.0,0.7171715769347952,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.27167370936619295,0.0,0.0,0.27167370936619295,2.1733896749295436,0.0,0.0,0.0,0.27167370936619295,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.4403485130863599,0.0,0.0,0.4403485130863599,0.0,0.0,0.0,0.4403485130863599,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183630761784184,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,1.1061695030439485,0.0,0.0,11.061695030439486,0.0,0.0,0.0,1.1061695030439485,0.0,0.0,2.212339006087897,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,1.175011514960531,0.0,0.0,0.0,0.0,0.0,0.0,1.175011514960531,1.175011514960531
73,0.0,0.0,0.0,0.0,0.0,0.4467739077304739,0.0,0.0,0.0,0.4467739077304739,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.5032948662973489,0.0,0.0,0.0,0.0,0.0,0.0,1.0065897325946978,0.0,0.0,0.5032948662973489,1.0065897325946978,0.0
75,0.2680241951414805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.7359273663695504,0.0,0.0,0.24530912212318345,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,6.870167859996659,0.0,0.0,0.7633519844440733,1.5267039688881465,0.0,0.0,1.5267039688881465,0.7633519844440733,0.7633519844440733
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3290843672492014,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099571197430034,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6547165603997382,0.0,0.0,0.0,0.6547165603997382,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.11320581402817088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11320581402817088
84,0.0,0.0,0.0,0.5076793087704662,0.0,1.0153586175409324,0.0,0.0,0.5076793087704662,1.0153586175409324,0.0,0.0,0.5076793087704662,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.40334129121994794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.9756632867830997,0.0,0.0,0.0,0.32522109559436657,0.0,0.0,0.0,0.0,0.2168140637295777
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5656646598276613
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230801262708372,0.0,0.0,0.0,0.19230801262708372,0.0
93,0.0,0.0,0.0,0.0,0.0,0.21724449986293634,0.0,0.0,0.0,0.21724449986293634,0.0,0.0,0.0,0.0,0.21724449986293634
94,0.0,0.0,0.0,0.0,0.0,0.632627025517802,0.0,0.0,0.0,1.265254051035604,0.0,0.0,0.0,0.7907837818972525,0.0
95,0.0,0.0,0.1945909174804751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,1.0195070344177748,0.0,0.0,0.20390140688355496,0.20390140688355496,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,1.9450342955193205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3664200795554293,0.0,0.0,0.0,0.3664200795554293,0.0
100,0.5391621790839712,0.0,0.0,0.0,0.0,2.156648716335885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391621790839712,0.0
101,0.0,0.0,0.0,0.0,0.0,0.9387783287228418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31292610957428063
103,0.0,0.0,0.0,0.0,0.0,0.336313604907376,0.0,0.0,0.168156802453688,0.0,0.0,0.0,0.0,0.0,0.168156802453688
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23841309058064172,0.0,0.0,0.0,0.23841309058064172,0.0
105,0.0,0.0,0.0,0.0,0.0,0.7331835699369464,0.0,0.0,0.0,0.7331835699369464,0.0,0.0,0.0,0.3665917849684732,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23833584746552267,0.9533433898620907,0.0,0.0,0.0,0.23833584746552267,0.0
107,0.21814921605568938,0.0,0.0,0.0,0.0,0.0,0.21814921605568938,0.0,0.0,0.21814921605568938,0.0,0.0,0.0,0.21814921605568938,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11824574501443562,0.0,0.11824574501443562,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.17086402670302872,0.0,0.0,0.0,0.0,0.0,0.0,0.17086402670302872,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.13991449259717845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.15349436163206662,0.4604830848961999,0.0,0.0,1.5349436163206662,0.0,0.0,0.15349436163206662,0.0,0.0
118,0.0,0.0,0.0,0.17948851627414172,0.0,0.35897703254828345,0.0,0.0,0.0,1.7948851627414173,0.0,0.0,0.35897703254828345,0.17948851627414172,0.17948851627414172
121,0.0,0.0,0.0,0.0,0.0,0.3635875638126566,0.1817937819063283,0.0,0.1817937819063283,0.1817937819063283,0.0,0.1817937819063283,0.0,0.1817937819063283,0.0
122,0.0,0.0,0.22517676241191598,0.0,0.0,0.22517676241191598,0.0,0.0,0.0,0.45035352482383195,0.22517676241191598,0.0,0.0,0.22517676241191598,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4170341772405762
124,0.0,0.0,0.0,0.0,0.0,0.39048178053317345,0.0,0.0,0.0,0.19524089026658673,0.0,0.0,0.19524089026658673,0.0,0.0
126,0.0,0.0,0.0,0.15645270599555747,0.0,0.0,0.15645270599555747,0.0,0.0,0.15645270599555747,0.0,0.0,0.0,0.0,0.15645270599555747
127,0.0,0.0,0.0,0.0,0.0,0.0699373339551977,0.0,0.0,0.0699373339551977,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.12714475651526738,0.0,0.0,0.0,0.12714475651526738,0.0,0.0,0.12714475651526738,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.11138443962564828,0.0,0.0,0.0,0.8910755170051863,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43079427802120845,0.0,0.0,0.0,0.0,0.14359809267373616
134,0.0,0.0,0.0,0.0,0.0,0.47821817980684317,0.0,0.0,0.0,0.31881211987122876,0.0,0.0,0.0,0.31881211987122876,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22581716169316474,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,1.446717483858957,0.0,0.0,0.7233587419294785,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.11809608673016987,0.0,0.0,0.23619217346033974,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20812296007407002,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.1548715177230088,0.1548715177230088,0.1548715177230088,0.0,0.3097430354460176,0.0,0.0,0.0,0.1548715177230088,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151353451222902,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.13401056950556242,0.0,0.0,0.0,0.0,0.13401056950556242,0.0,0.0,0.0,0.13401056950556242,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11332217136096867,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.10635116723262056,0.10635116723262056,0.0,0.0,0.10635116723262056,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.10253654610895357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.11196203983985661,0.11196203983985661,0.0,0.0,0.11196203983985661,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.29539227085698505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11882343960876968,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.2010231854950545,0.0,0.0,0.0,0.10051159274752725,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13790047298100075,0.0,0.0,0.0,0.0,0.0
175,0.0,0.11916315653966397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3574894696189919,0.0,0.0,0.0,0.0,0.11916315653966397
176,0.0,0.0,0.0,0.0,0.0,0.15730330097197132,0.0,0.0,0.0,0.15730330097197132,0.0,0.0,0.0,0.0,0.15730330097197132
178,0.0,0.0,0.0,0.0,0.0,0.0,0.10662233048200599,0.0,0.0,0.10662233048200599,0.0,0.0,0.10662233048200599,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13602106718691426,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17028315842487873,0.0,0.0,0.08514157921243937,0.0,0.08514157921243937
187,0.0,0.0,0.0,0.0,0.0,0.08930439051124082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08606866684734148,0.0,0.17213733369468295,0.0,0.0,0.0,0.08606866684734148,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09026217934009116,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.3782004034641377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12606680115471255,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.14824586055850605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09884601360337941,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.22701508831403502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0588558899216958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.09122071486745555,0.0,0.0,0.0,0.09122071486745555,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2245814085148388,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770513935249727,0.0,0.0,0.0,0.0,0.0
249,0.07867931991771114,0.0,0.0,0.0,0.0,0.2360379597531334,0.0,0.0,0.0,0.07867931991771114,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.09727646325024578,0.0,0.0,0.0,0.09727646325024578,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05952171115369533,0.0,0.0,0.05952171115369533,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18391977562635362,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.25139888557777484,0.12569944278888742,0.0,0.12569944278888742,0.0,0.0,0.0,0.0,0.12569944278888742,0.0
268,0.0,0.0,0.0,0.0,0.0,0.09068583711622993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07855184155132591,0.0,0.15710368310265183,0.0,0.0,0.07855184155132591,0.0,0.07855184155132591
281,0.0,0.0,0.0,0.0,0.0,0.0,0.08651455400689625,0.0,0.0,0.08651455400689625,0.0,0.0,0.0,0.0,0.08651455400689625
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06012950056027695,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0648771910058175,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07971169645684294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10659754434117025,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07993412772401902,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06870681948085765,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.07948423853108177,0.0,0.0,0.07948423853108177,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06486723521960684,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.10026342289815898,0.0,0.0,0.0,0.20052684579631797,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07439322177821406,0.0,0.0,0.0,0.07439322177821406,0.0
430,0.0,0.0,0.0,0.0,0.0,0.06136949999945993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08927399612264059,0.0,0.0,0.0,0.08927399612264059,0.0
574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08793013595287816,0.0,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0,0.0,0.06931330993574865,0.0,0.0,0.06931330993574865,0.0,0.0,0.0,0.0,0.0,0.0
