id_left,1,1.5,2,2.5,3,3.5,4,4.5,5,1_%,1.5_%,2_%,2.5_%,3_%,3.5_%,4_%,4.5_%,5_%,low,mid,high,average_rating
127,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
129,0,0,0,0,2,0,0,0,1,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.666666667,0.333333333,3.666666667
130,0,0,0,0,2,2,2,3,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.333333333,0,0,0.444444444,0.555555556,3.833333333
132,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.25,0.25,0,0.5,0,0.25,0.75,4.375
134,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0.142857143,0.714285714,0,0.142857143,0,0.142857143,0.857142857,4.071428571
135,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
139,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
142,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0.5,2.5
143,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0.5,0.166666667,0.333333333,0,0,1,4.416666667
146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
154,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,1,4.333333333
156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
160,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0.666666667,0.333333333,3.833333333
161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
163,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,1,4.5
164,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.666666667,4
165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
166,0,0,0,0,1,0,2,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0.333333333,0.666666667,3.666666667
171,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
175,2,0,0,0,0,2,0,1,0,0.4,0,0,0,0,0.4,0,0.2,0,0.4,0.4,0.2,2.7
176,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,1,4.333333333
178,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,0.666666667,4.166666667
179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
181,0,0,1,0,0,1,2,0,0,0,0,0.25,0,0,0.25,0.5,0,0,0.25,0.25,0.5,3.375
187,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5
188,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,4.25
197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
206,0,0,0,0,1,0,3,0,0,0,0,0,0,0.25,0,0.75,0,0,0,0.25,0.75,3.75
208,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
210,0,1,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,2.75
221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
223,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,4.75
235,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0.666666667,0.333333333,3.333333333
239,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
249,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0.4,0.4,0.2,0,0,1,4.4
251,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,3.75
254,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,3.25
258,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
260,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0.2,0.4,0.4,0,0,0.2,0.8,4.1
268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
275,0,0,0,1,1,1,1,0,1,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0.6,0.4,3.6
281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0.333333333,0.666666667,3.833333333
290,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5
327,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.5
331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
336,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
367,0,0,0,0,1,1,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0.666666667,0.333333333,3.5
372,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
572,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
578,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
